category,error_code_number,error_code_name,message,cause,recommendation,resolution
Azure Synapse Analytics,,SqlDeniedPublicAccess,"Cannot connect to SQL Database: '%server;', Database: '%database;', Reason: Connection was denied since Deny Public Network Access is set to Yes. To connect to this server, 1. If you persist public network access disabled, please use Managed Virtual Network IR and create private endpoint. https://docs.microsoft.com/en-us/azure/data-factory/managed-virtual-network- private-endpoint; 2. Otherwise you can enable public network access, set ""Public network access"" option to ""Selected networks"" on Azure SQL Networking setting. Causes: Azure SQL Database is set to deny public network access. This requires to use managed virtual network and create private endpoint to access.",,"1. If you insist on disabling public network access, use managed virtual network integration runtime and create private endpoint. For more information, see Azure Data Factory managed virtual network. 2. Otherwise, enable public network access by setting Public network access option to Selected networks on Azure SQL Database Networking setting page. For more troubleshooting help, try these resources: Connector troubleshooting guide Data Factory feature requests Troubleshoot the Azure Table Storage connector in Azure Data Factory and Azure Synapse  Tip enterprises. Microsoft Fabric covers everything from data movement to data science, real-time analytics, business intelligence, and reporting. Learn how to start a new trial for free! This article provides suggestions to troubleshoot common problems with the Azure Table Storage connector in Azure Data Factory and Azure Synapse. Error code: AzureTableDuplicateColumnsFromSource",
Azure Synapse Analytics,,SqlDeniedPublicAccess,Duplicate columns with same name '%name;' are detected from source. This is NOT supported by Azure Table Storage sink.,Duplicated source columns might occur for one of the following reasons: You're using the database as a source and applied table joins. You have unstructured CSV files with duplicated column names in the header row.,"Double-check and fix the source columns, as necessary. Next steps For more troubleshooting help, try these resources: Connector troubleshooting guide Data Factory feature requests Troubleshoot the DB2 connector in Azure Data Factory and Azure Synapse  Tip enterprises. Microsoft Fabric covers everything from data movement to data science, real-time analytics, business intelligence, and reporting. Learn how to start a new trial for free! This article provides suggestions to troubleshoot common problems with the Azure Database for PostgreSQL connector in Azure Data Factory and Azure Synapse.",
Azure Synapse Analytics,,DB2DriverRunFailed,Error thrown from driver. Sql code: '%code;',"If the error message contains the string ""SQLSTATE=51002 SQLCODE=-805"", follow the ""Tip"" in Copy data from DB2.","Try to set ""NULLID"" in the packageCollection property. For more troubleshooting help, try these resources: Connector troubleshooting guide Data Factory feature requests Troubleshoot the delimited text format connector in Azure Data Factory and Azure Synapse  Tip enterprises. Microsoft Fabric covers everything from data movement to data science, real-time analytics, business intelligence, and reporting. Learn how to start a new trial for free! This article provides suggestions to troubleshoot common problems with the delimited text formatL connector in Azure Data Factory and Azure Synapse. Error code: DelimitedTextColumnNameNotAllowNull",
Azure Synapse Analytics,,DB2DriverRunFailed,The name of column index %index; is empty. Make sure column name is properly specified in the header row.,"When 'firstRowAsHeader' is set in the activity, the first row is used as the column name. This error means that the first row contains an empty value (for example, 'ColumnA, ColumnB').","Check the first row, and fix the value if it is empty. Error code: DelimitedTextMoreColumnsThanDefined",
Azure Synapse Analytics,,DB2DriverRunFailed,Error found when processing '%function;' source '%name;' with row number %rowCount;: found more columns than expected column count: %expectedColumnCount;.,"Different causes may lead to this error. Check below list for possible cause analysis and related recommendation. The problematic row's column count is larger than Get the row count from the error the first row's column count. It might be caused by a message, check the row's column, data issue or incorrect column delimiter or quote and fix the data. char settings. If the expected column count is ""1"" in an error Check the format settings to make message, you might have specified wrong sure they match your source files. compression or format settings, which caused the files to be parsed incorrectly. If your source is a folder, the files under the specified Make sure that the files in the folder might have a different schema. specified folder have an identical schema.",,
Dynamics,,DynamicsCreateServiceClientError,This is a transient issue on Dynamics server side. Try to rerun the pipeline.,The problem is a transient issue on the Dynamics server side.,"Rerun the pipeline. If it fails again, try to reduce the parallelism. If the problem persists, contact Dynamics support. Missing columns when you import a schema or preview data Symptoms: Some columns are missing when you import a schema or preview data.",
Dynamics,,DynamicsCreateServiceClientError,The valid structure information (column name and type) are required for Dynamics source.,"This issue is by design, because Data Factory and Synapse pipelines are unable to show columns that contain no values in the first 10 records. Make sure that the columns you've added are in the correct format.","Manually add the columns in the mapping tab. For more details, refer to Explicit mapping. Error code: DynamicsMissingTargetForMultiTargetLookupField",
Dynamics,,DynamicsCreateServiceClientError,Cannot find the target column for multi-target lookup field: '%fieldName;'.,The target column doesn't exist in the source or in the column mapping.,1. Make sure that the source contains the target column. 2. Add the target column in the column mapping. Ensure that the sink column is in the format {fieldName}@EntityReference. Error code: DynamicsInvalidTargetForMultiTargetLookupField,
Dynamics,,DynamicsCreateServiceClientError,The provided target: '%targetName;' is not a valid target of field: '%fieldName;'. Valid targets are: '%validTargetNames;',A wrong entity name is provided as target entity of a multi-target lookup field.,Provide a valid entity name for the multi-target lookup field. Error code: DynamicsInvalidTypeForMultiTargetLookupField,
Dynamics,,DynamicsCreateServiceClientError,The provided target type is not a valid string. Field: '%fieldName;'.,The value in the target column is not a string.,Provide a valid string in the multi-target lookup target column.,
Dynamics,,DynamicsFailedToRequetServer,The Dynamics server or the network is experiencing issues. Check network connectivity or check Dynamics server log for more details.,"The Dynamics server is instable or inaccessible, or the network is experiencing issues.","For more details, check network connectivity or check the Dynamics server log. For further help, contact Dynamics support.",
Dynamics,,DynamicsFailedToConnect,Failed to connect to Dynamics: %message;,"Different causes may lead to this error. Check below list for possible cause analysis and related recommendation. You are seeing ERROR REQUESTING ORGS FROM THE If your tenant and user is DISCOVERY SERVERFCB 'EnableRegionalDisco' is configured in Microsoft Entra ID disabled. or otherwise Unable to Login to Dynamics for conditional access and/or CRM, message:ERROR REQUESTING Token FROM THE Multi-Factor Authentication is Authentication context - USER intervention required required, you must use but not permitted by prompt behavior AADSTS50079: Due 'Microsoft Entra service to a configuration change made by your administrator, principal' to authenticate after or because you moved to a new location, you must 6/8/2021. Refer this link for detailed steps. enroll in multi-factor authentication to access '00000007-0000-0000-c000-000000000000' If your use case meets all of the following three conditions: You are connecting to Dynamics 365, Common Data Service, or Dynamics CRM.",,
